ds,Category,Region,Data_Type,Actual_Sales,Forecast_Sales,Forecast_Lower,Forecast_Upper,Year,Month,Month_Name,Quarter,Day_of_Week
2017-06-21,Furniture,East,Historical,595.656,0.0,0.0,6963.417201682045,2017,6,June,2,Wednesday
2017-06-24,Furniture,East,Historical,2575.228,2361.688639957599,0.0,10721.201214802,2017,6,June,2,Saturday
2017-06-25,Furniture,East,Historical,1508.3519999999999,2691.6002426919526,0.0,10464.79568513521,2017,6,June,2,Sunday
2017-06-27,Furniture,East,Historical,1644.906,2002.825010774678,0.0,9491.736305558494,2017,6,June,2,Tuesday
2017-06-29,Furniture,East,Historical,9043.9824,5151.4786525687205,0.0,12754.872852681165,2017,6,June,2,Thursday
2017-06-30,Furniture,East,Historical,9443.954,3855.37577177391,0.0,11714.057419661307,2017,6,June,2,Friday
2017-07-03,Furniture,East,Historical,13926.807999999999,6736.326164458086,0.0,14445.69948514456,2017,7,July,3,Monday
2017-07-07,Furniture,East,Historical,1620.25,4184.263265389223,0.0,12161.980087955246,2017,7,July,3,Friday
2017-07-08,Furniture,East,Historical,3960.5280000000002,6348.47337629375,0.0,14686.996648180055,2017,7,July,3,Saturday
2017-07-13,Furniture,East,Historical,504.542,5432.386456426875,0.0,13518.756304264327,2017,7,July,3,Thursday
2017-07-14,Furniture,East,Historical,3598.9339999999997,5195.729077172289,0.0,13170.46684533836,2017,7,July,3,Friday
2017-07-15,Furniture,East,Historical,4264.458,3443.6032775585663,0.0,11515.800226063162,2017,7,July,3,Saturday
2017-07-16,Furniture,East,Historical,316.636,2011.3246548345287,0.0,9553.438554749511,2017,7,July,3,Sunday
2017-07-17,Furniture,East,Historical,2191.873,1756.3750862591614,0.0,9800.987927744507,2017,7,July,3,Monday
2017-07-18,Furniture,East,Historical,2106.794,0.0,0.0,6578.82831304275,2017,7,July,3,Tuesday
2017-07-20,Furniture,East,Historical,4566.416,1124.8438107916122,0.0,8791.104981498396,2017,7,July,3,Thursday
2017-07-25,Furniture,East,Historical,1597.484,0.0,0.0,7372.328531031316,2017,7,July,3,Tuesday
2017-07-27,Furniture,East,Historical,1142.68,3008.5278288486475,0.0,11161.701459596745,2017,7,July,3,Thursday
2017-08-12,Furniture,East,Historical,3693.084,7777.559003931702,0.0,15544.526240443269,2017,8,August,3,Saturday
2017-08-17,Furniture,East,Historical,19034.575999999997,10282.31577552162,2137.0358277201576,18142.395644111628,2017,8,August,3,Thursday
2017-08-18,Furniture,East,Historical,21235.451999999997,8839.657148250171,1102.1430667289414,16886.5106610148,2017,8,August,3,Friday
2017-08-21,Furniture,East,Historical,17102.108,10245.011376046314,2438.073105505335,17958.96273589537,2017,8,August,3,Monday
2017-08-22,Furniture,East,Historical,524.54,8369.352296299636,931.2572333395419,16271.240196850711,2017,8,August,3,Tuesday
2017-08-25,Furniture,East,Historical,361.988,11254.797933794485,3509.4853115467613,19536.08321888545,2017,8,August,3,Friday
2017-08-27,Furniture,East,Historical,6190.538,11420.075631654283,3697.1473501162045,18571.510915942836,2017,8,August,3,Sunday
2017-09-01,Furniture,East,Historical,1261.81,10567.299819325472,2226.9248371987255,19155.12990566643,2017,9,September,3,Friday
2017-09-02,Furniture,East,Historical,37419.416,15353.32866221233,7655.584973895446,23100.07646648136,2017,9,September,3,Saturday
2017-09-03,Furniture,East,Historical,3191.698,5357.756697319239,0.0,13012.588718579374,2017,9,September,3,Sunday
2017-09-09,Furniture,East,Historical,13068.182999999999,12324.147422721477,4600.176286403677,20031.339376428507,2017,9,September,3,Saturday
2017-09-14,Furniture,East,Historical,13102.041,13337.057747729243,5749.619663971464,21312.19902467834,2017,9,September,3,Thursday
2017-09-15,Furniture,East,Historical,29140.104,17037.755202555152,9096.980082820182,24584.027294578427,2017,9,September,3,Friday
2017-09-16,Furniture,East,Historical,849.65,12500.955133391584,4782.5140303076505,20203.65223590095,2017,9,September,3,Saturday
2017-09-18,Furniture,East,Historical,1511.93,18790.238375575347,11394.007295944837,26964.458987950846,2017,9,September,3,Monday
2017-09-20,Furniture,East,Historical,29439.672,15857.597086226706,8023.673133366165,23546.20452453696,2017,9,September,3,Wednesday
2017-09-22,Furniture,East,Historical,7871.213,10077.092497459022,1954.842931772257,17547.170199606746,2017,9,September,3,Friday
2017-09-24,Furniture,East,Historical,6450.4619999999995,12852.501524706942,4830.969311538969,20212.351835982572,2017,9,September,3,Sunday
2017-09-25,Furniture,East,Historical,2824.426,11695.551750301314,4142.620538025134,19799.289467635463,2017,9,September,3,Monday
2017-09-29,Furniture,East,Historical,5832.24,6343.342234789381,0.0,13982.078389513532,2017,9,September,3,Friday
2017-10-03,Furniture,East,Historical,2504.48,2444.1048695402496,0.0,10300.984054666318,2017,10,October,4,Tuesday
2017-10-04,Furniture,East,Historical,19.98,1541.2145584694304,0.0,9522.336196709972,2017,10,October,4,Wednesday
2017-10-05,Furniture,East,Historical,6684.616,3137.085455958596,0.0,10824.350993754328,2017,10,October,4,Thursday
2017-10-08,Furniture,East,Historical,608.356,0.0,0.0,6432.795559342686,2017,10,October,4,Sunday
2017-10-09,Furniture,East,Historical,2993.178,1031.0670686894791,0.0,8791.040513009491,2017,10,October,4,Monday
2017-10-12,Furniture,East,Historical,16906.062,3014.6922830953463,0.0,10928.592741115643,2017,10,October,4,Thursday
2017-10-16,Furniture,East,Historical,3473.5969999999998,1573.9528856086608,0.0,8807.531068416753,2017,10,October,4,Monday
2017-10-19,Furniture,East,Historical,2781.8702000000003,6138.676064903359,0.0,14249.658149992687,2017,10,October,4,Thursday
2017-10-20,Furniture,East,Historical,1333.858,5706.4659765917895,0.0,12987.411484692344,2017,10,October,4,Friday
2017-10-23,Furniture,East,Historical,16761.97,9859.40489408582,2133.773472481511,17790.374939570323,2017,10,October,4,Monday
2017-10-30,Furniture,East,Historical,4025.7299999999996,7121.177462068123,0.0,15341.178475684643,2017,10,October,4,Monday
2017-11-02,Furniture,East,Historical,12588.772,12469.98005557919,4222.198010910414,20480.073884192607,2017,11,November,4,Thursday
2017-11-05,Furniture,East,Historical,7065.191999999999,7932.955359069487,0.0,15682.716297509221,2017,11,November,4,Sunday
2017-11-06,Furniture,East,Historical,4288.75,8818.259361130098,628.7429808955403,16846.92551146598,2017,11,November,4,Monday
2017-11-07,Furniture,East,Historical,4826.756,7341.511942662525,0.0,16078.923011290706,2017,11,November,4,Tuesday
2017-11-08,Furniture,East,Historical,384.1,5596.325898666612,0.0,13500.97047926651,2017,11,November,4,Wednesday
2017-11-09,Furniture,East,Historical,4751.492,8597.224283190924,563.6649310216571,16445.10574005134,2017,11,November,4,Thursday
2017-11-13,Furniture,East,Historical,6633.4202000000005,6436.5687360223,0.0,14349.658129979762,2017,11,November,4,Monday
2017-11-17,Furniture,East,Historical,13694.8828,6942.960686967605,0.0,14352.427176958441,2017,11,November,4,Friday
2017-11-19,Furniture,East,Historical,7397.272,4554.728157739834,0.0,12322.44478850205,2017,11,November,4,Sunday
2017-11-20,Furniture,East,Historical,11953.096,8108.765498830037,133.22999069015714,16019.355922882813,2017,11,November,4,Monday
2017-11-21,Furniture,East,Historical,2236.1839999999997,5085.183385262152,0.0,12991.52026513949,2017,11,November,4,Tuesday
2017-11-23,Furniture,East,Historical,1153.109,10763.29106764921,2926.777799564367,19433.96450799902,2017,11,November,4,Thursday
2017-11-24,Furniture,East,Historical,9919.282,9362.449200016326,1773.544573555686,17500.99844301149,2017,11,November,4,Friday
2017-11-26,Furniture,East,Historical,5048.1720000000005,7260.938477345871,0.0,14958.099115448385,2017,11,November,4,Sunday
2017-11-28,Furniture,East,Historical,34564.72,11698.101797177456,3916.610649379869,19373.806003288268,2017,11,November,4,Tuesday
2017-11-30,Furniture,East,Historical,13290.564,7415.0619653030235,102.10090795882388,15353.653966304224,2017,11,November,4,Thursday
2017-12-01,Furniture,East,Historical,21324.712,13333.122323626703,5584.5555335067875,21293.120509728946,2017,12,December,4,Friday
2017-12-04,Furniture,East,Historical,18477.466,13427.657251636723,5274.821246447832,21307.350795614264,2017,12,December,4,Monday
2017-12-05,Furniture,East,Historical,4359.407999999999,12414.246731649258,5466.174603286795,20630.54580572369,2017,12,December,4,Tuesday
2017-12-08,Furniture,East,Historical,15286.082,16627.452599202144,9381.745035940636,24629.498351161412,2017,12,December,4,Friday
2017-12-10,Furniture,East,Historical,7747.1179999999995,13616.84169495638,6090.717593166088,21847.968547291883,2017,12,December,4,Sunday
2017-12-11,Furniture,East,Historical,2823.965,12221.631777623865,4280.894386122577,20408.59943119131,2017,12,December,4,Monday
2017-12-13,Furniture,East,Historical,580.936,6262.702281107279,0.0,14267.948292175006,2017,12,December,4,Wednesday
2017-12-14,Furniture,East,Historical,3897.714,7416.680352507738,0.0,15242.836562882876,2017,12,December,4,Thursday
2017-12-17,Furniture,East,Historical,2027.758,2939.0338358956988,0.0,11321.627216528861,2017,12,December,4,Sunday
2017-12-18,Furniture,East,Historical,7291.822,3645.9260035971893,0.0,11897.345377837348,2017,12,December,4,Monday
2017-12-22,Furniture,East,Historical,7442.021,2716.603961772644,0.0,11191.251703250737,2017,12,December,4,Friday
2017-12-23,Furniture,East,Historical,3853.552,1572.1314686833662,0.0,9781.977419704363,2017,12,December,4,Saturday
2017-12-24,Furniture,East,Historical,12466.108,5004.514211353708,0.0,12733.314962135688,2017,12,December,4,Sunday
2017-12-25,Furniture,East,Historical,8096.781000000001,6736.735304005366,0.0,15207.509616740244,2017,12,December,4,Monday
2017-12-30,Furniture,East,Historical,713.7900000000001,8656.413540602083,818.1652479827426,15981.309167735693,2017,12,December,4,Saturday
2017-12-31,Furniture,East,Forecast,0.0,11054.480805071787,3338.1943488687693,18801.852826860755,2017,12,December,4,Sunday
2018-01-01,Furniture,East,Forecast,0.0,2013.010594663146,0.0,9793.347364348774,2018,1,January,1,Monday
2018-01-02,Furniture,East,Forecast,0.0,1855.1806989751713,0.0,8973.445091165897,2018,1,January,1,Tuesday
2018-01-03,Furniture,East,Forecast,0.0,12.427976479510107,0.0,7807.838317579359,2018,1,January,1,Wednesday
2018-01-04,Furniture,East,Forecast,0.0,4090.2897126529297,0.0,12015.203488644347,2018,1,January,1,Thursday
2018-01-05,Furniture,East,Forecast,0.0,947.8624946468772,0.0,8544.380116701204,2018,1,January,1,Friday
2018-01-06,Furniture,East,Forecast,0.0,0.0,0.0,8056.953800964133,2018,1,January,1,Saturday
2018-01-07,Furniture,East,Forecast,0.0,1134.2552527681282,0.0,8851.908726120426,2018,1,January,1,Sunday
2018-01-08,Furniture,East,Forecast,0.0,0.0,0.0,7255.596049145483,2018,1,January,1,Monday
2018-01-09,Furniture,East,Forecast,0.0,0.0,0.0,5468.117871148582,2018,1,January,1,Tuesday
2018-01-10,Furniture,East,Forecast,0.0,0.0,0.0,3749.710881800582,2018,1,January,1,Wednesday
2018-01-11,Furniture,East,Forecast,0.0,0.0,0.0,7608.918838477026,2018,1,January,1,Thursday
2018-01-12,Furniture,East,Forecast,0.0,0.0,0.0,6321.516506715947,2018,1,January,1,Friday
2018-01-13,Furniture,East,Forecast,0.0,0.0,0.0,5777.0993349707405,2018,1,January,1,Saturday
2018-01-14,Furniture,East,Forecast,0.0,0.0,0.0,4435.620873952926,2018,1,January,1,Sunday
2018-01-15,Furniture,East,Forecast,0.0,0.0,0.0,5941.402443748071,2018,1,January,1,Monday
2018-01-16,Furniture,East,Forecast,0.0,0.0,0.0,3178.302032376375,2018,1,January,1,Tuesday
2018-01-17,Furniture,East,Forecast,0.0,0.0,0.0,2009.734915357334,2018,1,January,1,Wednesday
2018-01-18,Furniture,East,Forecast,0.0,0.0,0.0,5119.968738740878,2018,1,January,1,Thursday
2018-01-19,Furniture,East,Forecast,0.0,0.0,0.0,3537.4357428918374,2018,1,January,1,Friday
2018-01-20,Furniture,East,Forecast,0.0,0.0,0.0,2608.263111451556,2018,1,January,1,Saturday
2018-01-21,Furniture,East,Forecast,0.0,0.0,0.0,2844.4885924028263,2018,1,January,1,Sunday
2018-01-22,Furniture,East,Forecast,0.0,0.0,0.0,2935.8907259943426,2018,1,January,1,Monday
2018-01-23,Furniture,East,Forecast,0.0,0.0,0.0,1808.6808329415007,2018,1,January,1,Tuesday
2018-01-24,Furniture,East,Forecast,0.0,0.0,0.0,869.7751275236678,2018,1,January,1,Wednesday
2018-01-25,Furniture,East,Forecast,0.0,0.0,0.0,3941.373248092521,2018,1,January,1,Thursday
2018-01-26,Furniture,East,Forecast,0.0,0.0,0.0,2893.3362484345903,2018,1,January,1,Friday
2018-01-27,Furniture,East,Forecast,0.0,0.0,0.0,2620.1895561592432,2018,1,January,1,Saturday
2018-01-28,Furniture,East,Forecast,0.0,0.0,0.0,3360.0390722705824,2018,1,January,1,Sunday
2018-01-29,Furniture,East,Forecast,0.0,0.0,0.0,3782.896025605082,2018,1,January,1,Monday
2018-01-30,Furniture,East,Forecast,0.0,0.0,0.0,2464.1558358959646,2018,1,January,1,Tuesday
2018-01-31,Furniture,East,Forecast,0.0,0.0,0.0,1714.5227091466445,2018,1,January,1,Wednesday
2018-02-01,Furniture,East,Forecast,0.0,0.0,0.0,5940.264264440287,2018,2,February,1,Thursday
2018-02-02,Furniture,East,Forecast,0.0,0.0,0.0,4837.505696203604,2018,2,February,1,Friday
2018-02-03,Furniture,East,Forecast,0.0,0.0,0.0,4366.488811147283,2018,2,February,1,Saturday
2018-02-04,Furniture,East,Forecast,0.0,0.0,0.0,5826.446131706174,2018,2,February,1,Sunday
2018-02-05,Furniture,East,Forecast,0.0,0.0,0.0,7180.313917152334,2018,2,February,1,Monday
2018-02-06,Furniture,East,Forecast,0.0,0.0,0.0,5154.003822709147,2018,2,February,1,Tuesday
2018-02-07,Furniture,East,Forecast,0.0,0.0,0.0,4075.706683784688,2018,2,February,1,Wednesday
2018-02-08,Furniture,East,Forecast,0.0,429.0530480549378,0.0,8294.048425572359,2018,2,February,1,Thursday
2018-02-09,Furniture,East,Forecast,0.0,0.0,0.0,7881.690310666843,2018,2,February,1,Friday
2018-02-10,Furniture,East,Forecast,0.0,0.0,0.0,8011.9390068577995,2018,2,February,1,Saturday
2018-02-11,Furniture,East,Forecast,0.0,211.10558477086852,0.0,8286.491947531278,2018,2,February,1,Sunday
2018-02-12,Furniture,East,Forecast,0.0,1197.9286543887642,0.0,8941.342463028437,2018,2,February,1,Monday
2018-02-13,Furniture,East,Forecast,0.0,0.0,0.0,6878.87000867125,2018,2,February,1,Tuesday
2018-02-14,Furniture,East,Forecast,0.0,0.0,0.0,5684.493802174528,2018,2,February,1,Wednesday
2018-02-15,Furniture,East,Forecast,0.0,2166.0054822206575,0.0,9687.186204927695,2018,2,February,1,Thursday
2018-02-16,Furniture,East,Forecast,0.0,978.8573525718384,0.0,8811.491451403195,2018,2,February,1,Friday
2018-02-17,Furniture,East,Forecast,0.0,868.412737873603,0.0,8907.354844255273,2018,2,February,1,Saturday
2018-02-18,Furniture,East,Forecast,0.0,1403.1820866758721,0.0,9203.140928359704,2018,2,February,1,Sunday
2018-02-19,Furniture,East,Forecast,0.0,2256.3414669983413,0.0,10352.045226312905,2018,2,February,1,Monday
2018-02-20,Furniture,East,Forecast,0.0,303.6785397118156,0.0,7925.510631673601,2018,2,February,1,Tuesday
2018-02-21,Furniture,East,Forecast,0.0,0.0,0.0,7156.170017472933,2018,2,February,1,Wednesday
2018-02-22,Furniture,East,Forecast,0.0,2758.4575940925956,0.0,10427.843984606523,2018,2,February,1,Thursday
2018-02-23,Furniture,East,Forecast,0.0,1002.4506216328073,0.0,8276.359527788227,2018,2,February,1,Friday
2018-02-24,Furniture,East,Forecast,0.0,674.0721246916755,0.0,8636.974709664873,2018,2,February,1,Saturday
2018-02-25,Furniture,East,Forecast,0.0,964.7185313697801,0.0,9656.409506088698,2018,2,February,1,Sunday
2018-02-26,Furniture,East,Forecast,0.0,1493.9312622940788,0.0,9092.603670398345,2018,2,February,1,Monday
2018-02-27,Furniture,East,Forecast,0.0,0.0,0.0,7326.928834361,2018,2,February,1,Tuesday
2018-02-28,Furniture,East,Forecast,0.0,0.0,0.0,6290.189715320762,2018,2,February,1,Wednesday
2018-03-01,Furniture,East,Forecast,0.0,2340.0948763034608,0.0,10440.314696333371,2018,3,March,1,Thursday
2018-03-02,Furniture,East,Forecast,0.0,526.9721565114478,0.0,8182.096990132899,2018,3,March,1,Friday
2018-03-03,Furniture,East,Forecast,0.0,205.23632341586472,0.0,8096.345795989904,2018,3,March,1,Saturday
2018-03-04,Furniture,East,Forecast,0.0,551.0628099240175,0.0,8482.449197482587,2018,3,March,1,Sunday
2018-03-05,Furniture,East,Forecast,0.0,1191.0671877814975,0.0,9214.976926778763,2018,3,March,1,Monday
2018-03-06,Furniture,East,Forecast,0.0,0.0,0.0,7191.801331025925,2018,3,March,1,Tuesday
2018-03-07,Furniture,East,Forecast,0.0,0.0,0.0,6149.60904405681,2018,3,March,1,Wednesday
2018-03-08,Furniture,East,Forecast,0.0,1668.231116075799,0.0,9570.364734802752,2018,3,March,1,Thursday
2018-03-09,Furniture,East,Forecast,0.0,104.14916372924108,0.0,7427.629132247333,2018,3,March,1,Friday
2018-03-10,Furniture,East,Forecast,0.0,0.0,0.0,7520.909479695347,2018,3,March,1,Saturday
2018-03-11,Furniture,East,Forecast,0.0,362.8652344054153,0.0,8545.496864059867,2018,3,March,1,Sunday
2018-03-12,Furniture,East,Forecast,0.0,1154.039504012423,0.0,9255.262622146893,2018,3,March,1,Monday
2018-03-13,Furniture,East,Forecast,0.0,0.0,0.0,7408.6522626217575,2018,3,March,1,Tuesday
2018-03-14,Furniture,East,Forecast,0.0,0.0,0.0,6344.542008613904,2018,3,March,1,Wednesday
2018-03-15,Furniture,East,Forecast,0.0,1790.3996454023231,0.0,9819.071073468773,2018,3,March,1,Thursday
2018-03-16,Furniture,East,Forecast,0.0,354.6184184024851,0.0,8343.636135701116,2018,3,March,1,Friday
2018-03-17,Furniture,East,Forecast,0.0,256.6697858544803,0.0,8369.7925173265,2018,3,March,1,Saturday
2018-03-18,Furniture,East,Forecast,0.0,735.7794737245567,0.0,8609.729539232858,2018,3,March,1,Sunday
2018-03-19,Furniture,East,Forecast,0.0,1528.4038372872242,0.0,9550.474876789081,2018,3,March,1,Monday
2018-03-20,Furniture,East,Forecast,0.0,0.0,0.0,7582.57714042412,2018,3,March,1,Tuesday
2018-03-21,Furniture,East,Forecast,0.0,0.0,0.0,6583.60922460512,2018,3,March,1,Wednesday
2018-03-22,Furniture,East,Forecast,0.0,1966.9173051573198,0.0,10098.899991473416,2018,3,March,1,Thursday
2018-03-23,Furniture,East,Forecast,0.0,367.88321008079856,0.0,7929.574194803812,2018,3,March,1,Friday
2018-03-24,Furniture,East,Forecast,0.0,135.9649219832936,0.0,6997.267219966865,2018,3,March,1,Saturday
2018-03-25,Furniture,East,Forecast,0.0,435.521843570139,0.0,7851.670116165664,2018,3,March,1,Sunday
2018-03-26,Furniture,East,Forecast,0.0,1015.059837733038,0.0,9392.065849217119,2018,3,March,1,Monday
2018-03-27,Furniture,East,Forecast,0.0,0.0,0.0,7341.882885162131,2018,3,March,1,Tuesday
2018-03-28,Furniture,East,Forecast,0.0,0.0,0.0,5454.249991219397,2018,3,March,1,Wednesday
2018-03-29,Furniture,East,Forecast,0.0,920.1612584883951,0.0,7902.180955010145,2018,3,March,1,Thursday
2018-03-30,Furniture,East,Forecast,0.0,0.0,0.0,7079.485229510325,2018,3,March,1,Friday
2018-03-31,Furniture,East,Forecast,0.0,0.0,0.0,6561.306453628991,2018,3,March,1,Saturday
2018-04-01,Furniture,East,Forecast,0.0,0.0,0.0,8275.177901521305,2018,4,April,2,Sunday
2018-04-02,Furniture,East,Forecast,0.0,279.46950482892316,0.0,7958.297919995299,2018,4,April,2,Monday
2018-04-03,Furniture,East,Forecast,0.0,0.0,0.0,5993.447790992667,2018,4,April,2,Tuesday
2018-04-04,Furniture,East,Forecast,0.0,0.0,0.0,4658.206262990882,2018,4,April,2,Wednesday
2018-04-05,Furniture,East,Forecast,0.0,244.93433893706515,0.0,7487.580807173182,2018,4,April,2,Thursday
2018-04-06,Furniture,East,Forecast,0.0,0.0,0.0,6946.03392321495,2018,4,April,2,Friday
2018-04-07,Furniture,East,Forecast,0.0,0.0,0.0,6299.599502734597,2018,4,April,2,Saturday
2018-04-08,Furniture,East,Forecast,0.0,0.0,0.0,7292.968489377432,2018,4,April,2,Sunday
2018-04-09,Furniture,East,Forecast,0.0,0.0,0.0,7671.462385485311,2018,4,April,2,Monday
2018-04-10,Furniture,East,Forecast,0.0,0.0,0.0,5676.544694335139,2018,4,April,2,Tuesday
2018-04-11,Furniture,East,Forecast,0.0,0.0,0.0,5324.584714646991,2018,4,April,2,Wednesday
2018-04-12,Furniture,East,Forecast,0.0,227.78636454428033,0.0,8094.6229028196685,2018,4,April,2,Thursday
2018-04-13,Furniture,East,Forecast,0.0,0.0,0.0,7239.183955520801,2018,4,April,2,Friday
2018-04-14,Furniture,East,Forecast,0.0,0.0,0.0,7168.178805523627,2018,4,April,2,Saturday
2018-04-15,Furniture,East,Forecast,0.0,0.0,0.0,7342.111174123855,2018,4,April,2,Sunday
2018-04-16,Furniture,East,Forecast,0.0,260.5818071887097,0.0,8319.344467369516,2018,4,April,2,Monday
2018-04-17,Furniture,East,Forecast,0.0,0.0,0.0,6861.851792081634,2018,4,April,2,Tuesday
2018-04-18,Furniture,East,Forecast,0.0,0.0,0.0,5593.317669672821,2018,4,April,2,Wednesday
2018-04-19,Furniture,East,Forecast,0.0,904.0941049817757,0.0,9046.049828769279,2018,4,April,2,Thursday
2018-04-20,Furniture,East,Forecast,0.0,0.0,0.0,7690.606421012264,2018,4,April,2,Friday
2018-04-21,Furniture,East,Forecast,0.0,0.0,0.0,7860.7176095058185,2018,4,April,2,Saturday
2018-04-22,Furniture,East,Forecast,0.0,0.0,0.0,7904.108914705801,2018,4,April,2,Sunday
2018-04-23,Furniture,East,Forecast,0.0,764.4500032900733,0.0,8605.660594519915,2018,4,April,2,Monday
2018-04-24,Furniture,East,Forecast,0.0,0.0,0.0,6872.857297884537,2018,4,April,2,Tuesday
2018-04-25,Furniture,East,Forecast,0.0,0.0,0.0,6262.630346055257,2018,4,April,2,Wednesday
2018-04-26,Furniture,East,Forecast,0.0,1060.859457710747,0.0,8631.988281337639,2018,4,April,2,Thursday
2018-04-27,Furniture,East,Forecast,0.0,0.0,0.0,7468.445522840795,2018,4,April,2,Friday
2018-04-28,Furniture,East,Forecast,0.0,0.0,0.0,7395.200561976733,2018,4,April,2,Saturday
2018-04-29,Furniture,East,Forecast,0.0,0.0,0.0,7438.973200498942,2018,4,April,2,Sunday
2014-01-13,Furniture,West,Historical,3553.795,151.08241449790967,0.0,7034.067599591748,2014,1,January,1,Monday
2014-01-19,Furniture,West,Historical,378.594,0.0,0.0,5902.064549712053,2014,1,January,1,Sunday
2014-01-20,Furniture,West,Historical,2673.87,2712.4570229894653,0.0,9713.204815467636,2014,1,January,1,Monday
2014-01-27,Furniture,West,Historical,426.67,0.0,0.0,6515.501103604585,2014,1,January,1,Monday
2014-01-31,Furniture,West,Historical,290.666,0.0,0.0,6884.835570316771,2014,1,January,1,Friday
2014-02-08,Furniture,West,Historical,14.56,0.0,0.0,5633.311382195094,2014,2,February,1,Saturday
2014-02-12,Furniture,West,Historical,129.568,0.0,0.0,2636.831796982634,2014,2,February,1,Wednesday
2014-03-01,Furniture,West,Historical,2203.151,2534.629827488109,0.0,9604.062520712367,2014,3,March,1,Saturday
2014-03-03,Furniture,West,Historical,1345.8919999999998,3794.9082378071676,0.0,10392.49491012957,2014,3,March,1,Monday
2014-03-07,Furniture,West,Historical,4683.186,6177.990801366934,0.0,13010.02226407404,2014,3,March,1,Friday
2014-03-18,Furniture,West,Historical,56213.432,13878.807681417551,6636.590584565891,21050.19259949119,2014,3,March,1,Tuesday
2014-03-22,Furniture,West,Historical,464.09299999999996,0.0,0.0,6625.292435723274,2014,3,March,1,Saturday
2014-03-24,Furniture,West,Historical,65.38,13044.950394224721,6021.30229811461,19922.789887810333,2014,3,March,1,Monday
2014-03-30,Furniture,West,Historical,1170.3220000000001,9888.629215843912,2619.9281530508642,16822.413527298126,2014,3,March,1,Sunday
2014-04-06,Furniture,West,Historical,4952.07,9481.404896734632,2404.6658590944876,16479.08654333104,2014,4,April,2,Sunday
2014-04-08,Furniture,West,Historical,1958.75,7619.151507784267,814.5697416319204,14518.478933752493,2014,4,April,2,Tuesday
2014-04-12,Furniture,West,Historical,1912.123,7887.078474049882,715.1175187865606,14624.700431435333,2014,4,April,2,Saturday
2014-04-15,Furniture,West,Historical,294.71999999999997,2587.163627306007,0.0,9520.75840629964,2014,4,April,2,Tuesday
2014-04-19,Furniture,West,Historical,205.47,103.86236690843634,0.0,7076.387691186577,2014,4,April,2,Saturday
2014-04-20,Furniture,West,Historical,1250.45,1777.8918650682158,0.0,9082.497963037647,2014,4,April,2,Sunday
2014-04-25,Furniture,West,Historical,4759.987999999999,4499.916423482643,0.0,11767.886833316343,2014,4,April,2,Friday
2014-04-26,Furniture,West,Historical,282.568,1163.6613170593855,0.0,8286.560724153715,2014,4,April,2,Saturday
2014-05-04,Furniture,West,Historical,187.43200000000002,3936.914121593097,0.0,10741.696211395902,2014,5,May,2,Sunday
2014-05-10,Furniture,West,Historical,2343.799,1613.481115135076,0.0,9005.143889293504,2014,5,May,2,Saturday
2014-05-13,Furniture,West,Historical,898.382,925.2597619427052,0.0,8074.74861449775,2014,5,May,2,Tuesday
2014-05-16,Furniture,West,Historical,289.28,2563.9681203482232,0.0,9567.889665552213,2014,5,May,2,Friday
2014-05-26,Furniture,West,Historical,2651.436,5281.986957377027,0.0,12113.870563224977,2014,5,May,2,Monday
2014-05-27,Furniture,West,Historical,2157.394,1242.4322129628163,0.0,8372.216964865098,2014,5,May,2,Tuesday
2014-06-02,Furniture,West,Historical,738.598,3772.7610637131893,0.0,10784.325074136177,2014,6,June,2,Monday
2014-06-03,Furniture,West,Historical,741.336,3279.891888544371,0.0,10151.337675822695,2014,6,June,2,Tuesday
2014-06-08,Furniture,West,Historical,2501.264,3751.422851328367,0.0,10949.276007537741,2014,6,June,2,Sunday
2014-06-09,Furniture,West,Historical,16389.023999999998,6225.589580496443,0.0,13508.974720816932,2014,6,June,2,Monday
2014-06-17,Furniture,West,Historical,3418.5020000000004,535.4250787798601,0.0,7061.138264713288,2014,6,June,2,Tuesday
2014-06-24,Furniture,West,Historical,4.272,2321.217254181923,0.0,9160.75232594859,2014,6,June,2,Tuesday
2014-06-25,Furniture,West,Historical,792.76,0.0,0.0,6666.5789637161715,2014,6,June,2,Wednesday
2014-07-06,Furniture,West,Historical,1038.472,5766.4572091874425,0.0,12475.927418081987,2014,7,July,3,Sunday
2014-07-08,Furniture,West,Historical,763.0740000000001,5100.079809776849,0.0,11879.865561845774,2014,7,July,3,Tuesday
2014-07-09,Furniture,West,Historical,265.521,1525.0938875844372,0.0,8675.60887322757,2014,7,July,3,Wednesday
2014-07-12,Furniture,West,Historical,3920.024,3372.5732885996567,0.0,10091.116901517014,2014,7,July,3,Saturday
2014-07-13,Furniture,West,Historical,351.216,2025.2285617162465,0.0,9300.709927931981,2014,7,July,3,Sunday
2014-07-18,Furniture,West,Historical,273.04,0.0,0.0,7245.179789636779,2014,7,July,3,Friday
2014-07-20,Furniture,West,Historical,2285.786,2314.8432186060077,0.0,9088.148728492717,2014,7,July,3,Sunday
2014-07-21,Furniture,West,Historical,3922.964,2413.099724467389,0.0,9032.310330011023,2014,7,July,3,Monday
2014-07-22,Furniture,West,Historical,2696.688,1236.8557034921992,0.0,8785.951833905325,2014,7,July,3,Tuesday
2014-07-25,Furniture,West,Historical,8341.289999999999,3914.79351962267,0.0,11212.490703082527,2014,7,July,3,Friday
